Activity,light_livingroom,light_hallway,light_bedroom,light_kitchen,light_study,switch_door_hallway,audio_livingroom,current_watercoldfan_livingroom,current_lamp_bedroom,current_PC_bedroom,current_TV_livingroom,current_lamp_livingroom,current_xbox_livingroom,current_microwave_kitchen,current_AC_bedroom,current_AC_livingroom,current_lamp_study,current_NB_study,current_nightlamp_bedroom,people_hallway,people_livingroom,people_bedroom,people_kitchen,people_study
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 Studying,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  on_1,  standby,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  on_1,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
 UsingNoteBook,  off,  off,  off,  off,  on_99,  off,  off,  standby,  off,  standby,  off,  off,  standby,  standby,  standby,  standby,  standby,  on,  off,  off,  off,  off,  off, on
