X	Y	Z	Pitch	Roll
-8.114997	-2.3352444	-7.8794675	6.611092	126.39142
-9.036765	-2.0910358	-4.99206	6.611092	126.39142
-9.999234	-0.4127005	-2.2530935	7.376916	126.66523
-10.841992	-1.6217724	-2.1525369	7.376916	126.66523
-10.437372	-3.304896	-3.4621654	7.376916	126.66523
-10.128521	-5.10773	-4.1923966	7.6497693	122.608696
-9.178022	-3.7406409	-5.5570917	7.6497693	122.608696
-8.387936	-4.001609	-5.5331497	7.6497693	122.608696
-7.578696	-3.5610757	-5.6265235	5.851668	126.07726
-6.5779195	-3.35278	-5.317672	5.851668	126.07726
-5.7375546	-4.039916	-5.889886	5.851668	126.07726
-5.0576015	-4.0183682	-5.645677	7.028761	125.518074
-4.696077	-3.7765539	-5.1309237	7.028761	125.518074
-3.9035962	-3.6281135	-4.9944544	7.028761	125.518074
-3.7407906	-4.1189246	-5.693561	6.4071684	125.683174
-3.7024832	-4.185962	-6.0862103	6.4071684	125.683174
-3.6378398	-4.906617	-6.756587	6.4071684	125.683174
-5.371242	-5.06224	-8.279299	6.7873197	126.072914
-7.05676	-5.694309	-8.473229	6.7873197	126.072914
-8.469338	-4.7150807	-9.562592	6.7873197	126.072914
-7.9162784	-3.9609075	-7.9297457	5.265871	125.98292
-8.165276	-2.7111342	-6.732645	5.265871	125.98292
-8.399907	-1.9904795	-6.768558	5.265871	125.98292
-8.921843	-1.6552912	-7.484424	5.3618684	124.68345
-8.4525795	-2.591424	-5.585822	5.3618684	124.68345
-8.146122	-3.395876	-4.1277533	5.3618684	124.68345
-8.402301	-4.3056726	-4.194791	3.1974595	125.5576
-8.12218	-4.940136	-5.183596	3.1974595	125.5576
-6.8005805	-5.368698	-6.8116536	3.1974595	125.5576
-5.577143	-5.6368484	-5.8755207	1.8007845	125.5057
-4.846912	-6.1851206	-6.5650506	1.8007845	125.5057
-3.7048774	-6.2282166	-6.366332	1.8007845	125.5057
-4.4614453	-4.0087914	-5.679196	3.688661	126.82314
-5.1437926	-3.9345713	-6.4812536	3.688661	126.82314
-4.909161	-5.3375735	-5.6887727	3.688661	126.82314
-5.234772	-3.575441	-5.6121583	6.9119897	124.84993
-5.320964	-4.6887445	-5.4445643	6.9119897	124.84993
-5.732766	-4.219481	-5.4349875	6.9119897	124.84993
-6.0320415	-5.6224833	-5.051915	3.965213	128.23465
-6.72636	-5.3040547	-4.7119384	3.965213	128.23465
-6.9801455	-6.2497644	-6.9289694	3.965213	128.23465
-7.451803	-5.7374053	-3.4501944	5.5252886	126.77949
-8.09345	-5.830779	-2.818125	5.5252886	126.77949
-6.7718496	-7.566575	-1.9921255	5.5252886	126.77949
-6.6473513	-8.483555	-1.489343	2.745121	124.0678
-7.0759134	-7.8562737	-0.8453028	2.745121	124.0678
-7.439832	-6.302437	0.36855742	2.745121	124.0678
-6.783821	-6.03668	0.009427169	-1.1499856	122.69733
-7.712771	-4.451719	0.7731775	-1.1499856	122.69733
-8.047959	-4.7102923	0.8833108	-1.1499856	122.69733
-9.17084	-4.0925884	2.2887073	-1.0805935	122.852425
-10.530746	-4.379893	0.4619313	-1.0805935	122.852425
-8.419061	-1.4781203	0.5600936	-1.0805935	122.852425
-6.7694554	-3.719093	-1.489343	1.6288483	121.44554
-6.5779195	-2.1077952	-4.611382	1.6288483	121.44554
-6.343288	-3.1684268	-4.333655	1.6288483	121.44554
-8.696788	-8.059781	-6.639271	7.084399	121.33117
-8.878747	-9.781212	-5.760599	7.084399	121.33117
-9.7502365	-8.220192	-4.6903906	7.084399	121.33117
-11.088595	-9.280824	-2.6481366	6.228303	120.31571
-9.230695	-7.2744827	-1.8939632	6.228303	120.31571
-13.956849	-13.978248	4.254347	6.228303	120.31571
-6.3384995	0.22894554	-2.6840498	5.006507	118.23045
-5.560384	-5.5315037	-1.73834	5.006507	118.23045
-6.678476	-4.8156376	-5.746234	5.006507	118.23045
-7.530812	-5.074211	-7.532308	2.367398	117.966995
-7.2315364	-4.940136	-6.2107086	2.367398	117.966995
-7.317728	-3.515586	-6.7853174	2.367398	117.966995
-7.0256352	-4.3990464	-6.033538	3.6235561	121.60944
-6.855647	-3.9226003	-5.29373	3.6235561	121.60944
-7.877971	-3.9633017	-4.611382	3.6235561	121.60944
-9.039159	-4.6288896	-4.527585	6.025827	122.00732
-11.241824	-4.169203	-6.246622	6.025827	122.00732
-10.990434	-4.758177	-6.593781	6.025827	122.00732
-9.110985	-4.7916956	-6.644059	7.529965	124.15688
-7.5044756	-4.9712605	-7.0534678	7.529965	124.15688
-7.188441	-4.6911387	-6.411822	7.529965	124.15688
-6.6617165	-3.4389715	-7.5394907	7.849565	125.07437
-5.79741	-4.075829	-7.115717	7.849565	125.07437
-4.7487493	-4.322432	-6.3447843	7.849565	125.07437
-3.9562688	-3.716699	-5.8348193	8.0274935	124.35096
-3.7623384	-3.9513307	-4.7765822	8.0274935	124.35096
-3.6138978	-3.0678701	-3.864391	8.0274935	124.35096
-3.2571619	-3.0151978	-4.695179	7.909441	126.91053
-2.9483097	-4.0470986	-5.3368254	7.909441	126.91053
-3.2811038	-4.786907	-6.5147724	7.909441	126.91053
-4.5093293	-5.7302227	-8.339154	11.157381	125.38012
-6.144569	-5.284901	-9.059809	11.157381	125.38012
-8.7949505	-4.9257708	-10.912921	11.157381	125.38012
-8.177246	-3.6855743	-9.964817	4.825576	124.44658
-7.2866035	-3.5467105	-8.29127	4.825576	124.44658
-6.716783	-3.3120787	-8.183531	4.825576	124.44658
-6.048801	-3.0511107	-7.628076	1.3854825	124.93089
-5.490952	-3.6089597	-6.981642	1.3854825	124.93089
-4.9618335	-4.2697597	-6.071845	1.3854825	124.93089
-4.4039845	-3.9609075	-5.310489	3.6579363	123.48977
-4.5117235	-4.391864	-4.819678	3.6579363	123.48977
-4.6170683	-4.197933	-4.2714057	3.6579363	123.48977
-5.196465	-4.432565	-4.4605474	5.031851	121.81798
-6.228366	-5.167585	-5.15726	5.031851	121.81798
-7.9881043	-4.7653594	-6.095787	5.031851	121.81798
-9.314492	-4.6169186	-8.841936	5.1429186	124.56585
-8.624962	-5.641637	-7.8698907	5.1429186	124.56585
-8.33287	-4.0303392	-7.199514	5.1429186	124.56585
-7.691223	-3.8651395	-6.4070334	4.7056856	127.66569
-6.537218	-3.4222121	-6.375909	4.7056856	127.66569
-5.5340476	-3.5347395	-6.0981812	4.7056856	127.66569
-4.5260887	-3.9369655	-5.8874917	5.709169	130.83415
-3.4534862	-4.355951	-6.2107086	5.709169	130.83415
-3.214066	-4.5929766	-6.8691144	5.709169	130.83415
-2.7687447	-4.2769423	-6.6368766	6.9935775	132.76686
-2.7567737	-4.8252144	-6.2873235	6.9935775	132.76686
-3.5277066	-5.0071735	-6.6273	6.9935775	132.76686
-5.311387	-5.7493763	-8.339154	6.093637	133.2372
-6.81734	-4.5307274	-10.139594	6.093637	133.2372
-5.8979664	-4.952107	-9.263316	6.093637	133.2372
-5.2874446	-4.0447044	-8.829966	4.9224687	132.41173
-4.782268	-3.089418	-8.839542	4.9224687	132.41173
-4.8086042	-3.2330701	-8.075792	4.9224687	132.41173
-5.0671782	-3.2115223	-7.5586443	6.1412854	129.85724
-5.148581	-3.2522237	-6.5746274	6.1412854	129.85724
-5.5101056	-2.9146414	-5.9688945	6.1412854	129.85724
-5.3137813	-2.7278936	-5.2147207	6.3263035	127.35792
-5.7136126	-3.0391397	-5.272182	6.3263035	127.35792
-5.99134	-3.4653077	-5.6600423	6.3263035	127.35792
-6.4965167	-3.635296	-5.7749643	5.4133306	127.56551
-7.959374	-3.27856	-7.118111	5.4133306	127.56551
-9.067889	-3.446154	-8.463653	5.4133306	127.56551
-8.761432	-4.427777	-7.0510736	5.683685	125.27936
-8.186823	-4.451719	-6.0287495	5.683685	125.27936
-7.9809217	-4.229058	-5.9904423	5.683685	125.27936
-7.4565916	-3.932177	-6.0981812	7.015567	123.352905
-6.5324297	-4.0183682	-5.499631	7.015567	123.352905
-5.383213	-3.8651395	-5.9449525	7.015567	123.352905
-4.9163437	-4.4349594	-5.099799	7.711326	121.52522
-4.8660655	-3.778948	-5.0902224	7.711326	121.52522
-4.94268	-3.7382467	-5.633706	7.711326	121.52522
-5.443068	-4.3990464	-6.0383263	9.409016	119.74768
-6.1780877	-5.5889645	-6.4309754	9.409016	119.74768
-6.4725747	-5.545869	-6.816442	9.409016	119.74768
-7.375189	-5.0335097	-7.685537	16.656956	117.707535
-7.0256352	-4.102165	-8.29127	16.656956	117.707535
-5.833323	-4.2769423	-7.4413285	16.656956	117.707535
-4.32737	-3.101389	-6.8571434	11.108418	116.88305
-3.9610572	-3.340809	-6.861932	11.108418	116.88305
-4.720019	-2.732682	-8.039879	11.108418	116.88305
-5.696853	-2.7733834	-8.633641	5.0230823	125.02754
-6.3121634	-3.0008326	-8.071004	5.0230823	125.02754
-6.063166	-3.2163107	-6.9050274	5.0230823	125.02754
-5.536442	-3.089418	-5.56188	9.540027	126.99719
-5.768679	-2.591424	-4.637718	9.540027	126.99719
-6.573131	-2.8356326	-4.5706806	9.540027	126.99719
-8.828469	-2.495656	-6.0263553	8.58932	127.98548
-9.194782	-1.7797897	-6.962488	8.58932	127.98548
-9.254637	-2.5938182	-4.7550344	8.58932	127.98548
-10.004023	-2.54354	-6.292112	7.292758	127.33711
-9.836428	-3.704728	-5.8108773	7.292758	127.33711
-10.176405	-2.8380268	-5.9114337	7.292758	127.33711
-9.33604	-3.15885	-6.70152	6.018985	126.64845
-7.619397	-2.6321254	-5.6983495	6.018985	126.64845
-6.6736875	-2.5866356	-6.0886045	6.018985	126.64845
-5.63221	-2.7733834	-5.9329815	3.979397	125.19945
-4.6529813	-2.744653	-5.7390513	3.979397	125.19945
-3.9227498	-2.555511	-6.3471785	3.979397	125.19945
-3.6067152	-3.0702643	-6.854749	4.0650434	123.92897
-5.3664536	-3.8196495	-7.4916067	4.0650434	123.92897
-7.071125	-4.3415856	-9.375843	4.0650434	123.92897
-6.096685	-4.348768	-7.592163	0.7633235	125.26064
-6.843676	-4.671985	-6.816442	0.7633235	125.26064
-8.016835	-4.394258	-7.3910503	0.7633235	125.26064
-8.378359	-4.1907506	-6.98643	0.7842976	122.66199
-8.227525	-3.0870237	-6.0862103	0.7842976	122.66199
-7.595455	-3.314473	-5.466112	0.7842976	122.66199
-7.121403	-3.5203743	-5.059098	3.0780652	121.51077
-6.9442325	-2.7973254	-4.0918403	3.0780652	121.51077
-6.9777513	-2.8667572	-3.873968	3.0780652	121.51077
-8.007258	-2.1604679	-5.181202	2.6496685	119.87112
-9.283367	-1.7702129	-6.9050274	2.6496685	119.87112
-9.802909	-2.1652563	-6.0048075	2.6496685	119.87112
-9.628133	-2.1461027	-5.063886	9.308359	119.10502
-8.9936695	-1.913865	-5.7103205	9.308359	119.10502
-8.445396	-2.5004444	-6.351967	9.308359	119.10502
-8.299351	-2.4741082	-7.046285	10.558232	119.160164
-7.9402204	-2.7877486	-7.1731777	10.558232	119.160164
-7.356035	-3.230676	-7.276129	10.558232	119.160164
-6.877195	-3.577835	-6.8236246	8.275505	122.7389
-6.0464067	-3.1061773	-6.4309754	8.275505	122.7389
-5.25632	-3.35278	-6.4046392	8.275505	122.7389
-4.82297	-4.221875	-5.8132715	9.346134	122.813644
-4.9115553	-4.6767735	-5.976077	9.346134	122.813644
-5.1174564	-5.1029415	-5.6600423	9.346134	122.813644
-6.8987427	-4.9952025	-5.9904423	10.133047	124.9593
-7.631368	-5.18195	-6.921787	10.133047	124.9593
-7.116615	-5.51235	-5.901857	10.133047	124.9593
-6.3887777	-4.9568954	-4.8148894	11.646048	127.51493
-5.9721866	-4.358345	-3.9864955	11.646048	127.51493
-6.5276413	-3.9824553	-4.5108256	11.646048	127.51493
-7.351247	-4.296096	-5.949741	12.216574	130.65337
-7.3584294	-4.217087	-6.7757406	12.216574	130.65337
-7.3464584	-4.588188	-6.105364	12.216574	130.65337
-6.9585977	-4.561852	-5.7246857	11.674302	134.07227
-6.5539775	-3.6113539	-6.6105404	11.674302	134.07227
-6.254702	-3.623325	-6.6273	11.674302	134.07227
-5.8261404	-3.482067	-6.464494	15.517258	132.35904
-5.9721866	-3.719093	-6.4692826	15.517258	132.35904
-6.6042557	-3.656844	-6.5746274	15.517258	132.35904
-7.851635	-3.9010525	-6.2897177	16.162903	128.73439
-8.751855	-3.9058409	-5.3152776	16.162903	128.73439
-8.493281	-3.1229367	-4.1995792	16.162903	128.73439
-8.438214	-3.1732152	-3.2993596	9.764074	124.32007
-8.816498	-3.3336265	-2.6146178	9.764074	124.32007
-8.996063	-2.6656444	-2.3297079	9.764074	124.32007
-9.671228	-2.4453778	-2.6720788	2.4747365	128.39622
-10.013599	-4.2577887	-2.092682	2.4747365	128.39622
-9.766996	-5.1125183	-3.4501944	2.4747365	128.39622
-8.09345	-4.3535566	-4.989666	1.0058178	129.64775
-8.246678	-3.932177	-5.679196	1.0058178	129.64775
-8.275409	-2.9409776	-8.379855	1.0058178	129.64775
-5.505317	-3.4270005	-7.824401	3.4030375	126.810905
-4.2794857	-3.8747163	-6.7374334	3.4030375	126.810905
-3.7790978	-2.864363	-7.8076415	3.4030375	126.810905
-3.8365586	-2.1844099	-8.372673	6.582416	121.34372
-4.032883	-2.411859	-8.1548	6.582416	121.34372
-4.324976	-2.9649196	-8.21705	6.582416	121.34372
-4.564396	-3.041534	-7.778911	3.5045278	124.212906
-4.8564887	-3.44376	-7.1612067	3.5045278	124.212906
-5.294627	-3.8411973	-6.945729	3.5045278	124.212906
-5.0911202	-4.475661	-6.742222	4.528486	122.92011
-5.6393924	-3.9178119	-6.8212304	4.528486	122.92011
-6.621015	-4.217087	-6.735039	4.528486	122.92011
-9.252243	-3.6783917	-8.073398	8.453719	120.52164
-8.299351	-4.832397	-7.1133227	8.453719	120.52164
-8.804527	-4.6145244	-5.260211	8.453719	120.52164
-9.477298	-4.099771	-4.9585414	6.407286	119.46775
-9.374347	-3.2881367	-3.864391	6.407286	119.46775
-8.450185	-2.366369	-3.160496	6.407286	119.46775
-7.487716	-2.7231052	-2.485331	8.683723	117.9649
-7.595455	-2.8619688	-2.3728034	8.683723	117.9649
-8.201188	-2.7039516	-2.866009	8.683723	117.9649
-8.670452	-2.9266124	-3.4717422	4.7323313	118.44631
-8.5268	-3.479673	-4.113388	4.7323313	118.44631
-9.063101	-3.8603508	-5.4014688	4.7323313	118.44631
-10.138098	-4.2410293	-7.374291	5.740664	120.7364
-7.9186726	-5.0215387	-8.746168	5.740664	120.7364
-5.830929	-4.4852376	-7.338378	5.740664	120.7364
-5.91712	-4.150049	-7.9249573	6.835351	124.50649
-5.5101056	-3.80289	-8.937705	6.835351	124.50649
-5.098303	-3.4724903	-8.803629	6.835351	124.50649
-4.7750854	-3.431789	-7.8914385	7.812381	127.03072
-4.7272015	-3.146879	-7.6113167	7.812381	127.03072
-4.8995843	-3.0391397	-7.0534678	7.812381	127.03072
-5.3520885	-3.1516674	-6.653636	7.695595	128.01344
-5.718401	-3.419818	-6.282535	7.695595	128.01344
-6.060772	-3.407847	-6.141277	7.695595	128.01344
-6.6760817	-3.8220437	-5.9186163	7.4979877	126.64178
-7.473351	-3.7526119	-5.705532	7.4979877	126.64178
-9.668834	-4.3128552	-7.055862	7.4979877	126.64178
-8.991275	-4.9808373	-6.9074216	6.878578	125.28969
-8.21316	-5.296872	-4.6041994	6.878578	125.28969
-8.5268	-5.0071735	-3.5483565	6.878578	125.28969
-9.862764	-4.918588	-2.782212	4.9797215	124.56921
-9.848399	-3.3455975	-3.5004725	4.9797215	124.56921
-8.531589	-2.5818472	-3.445406	4.9797215	124.56921
-7.813328	-3.0032268	-2.7893946	6.436241	122.74725
-7.7438955	-3.0463223	-3.5507507	6.436241	122.74725
-7.475745	-3.35278	-4.149301	6.436241	122.74725
-7.145345	-3.146879	-4.786159	4.9148693	123.54542
-6.369624	-3.5610757	-5.123741	4.9148693	123.54542
-6.7072062	-4.2889132	-5.145289	4.9148693	123.54542
-6.3001924	-4.169203	-5.549909	7.876967	126.16287
-7.241113	-3.9130235	-7.034314	7.876967	126.16287
-7.925855	-3.7981017	-9.028685	7.876967	126.16287
-7.703194	-3.9417539	-9.701455	9.994575	127.307785
-7.1022496	-4.001609	-8.145224	9.994575	127.307785
-5.929091	-3.491644	-6.8236246	9.994575	127.307785
-5.1413984	-3.5371337	-6.7494044	10.2880535	130.67679
-4.4279265	-3.302502	-6.402245	10.2880535	130.67679
-3.7982514	-3.553893	-6.363938	10.2880535	130.67679
-3.9873934	-3.3120787	-6.3256307	9.482331	131.93176
-5.622633	-3.182792	-6.05748	9.482331	131.93176
-9.807697	-4.0710406	-10.472388	9.482331	131.93176
-8.61778	-6.446089	-6.5746274	7.00485	133.13445
-10.217106	-5.1508255	-4.3647795	7.00485	133.13445
-9.673622	-4.9233766	-3.4765306	7.00485	133.13445
-10.612149	-5.2896895	-2.5906758	4.0692997	134.09772
-9.920225	-3.1420906	-3.2347162	4.0692997	134.09772
-8.76622	-2.3208792	-3.1365538	4.0692997	134.09772
-7.803751	-2.0910358	-2.4182932	0.7532626	136.27528
-7.748684	-1.0615292	-3.3783681	0.7532626	136.27528
-7.866	-2.399888	-4.3288665	0.7532626	136.27528
-7.830087	-3.9154177	-4.759823	2.3519661	137.4179
-7.913884	-3.170821	-5.8013005	2.3519661	137.4179
-7.533206	-3.206734	-5.760599	2.3519661	137.4179
-8.826075	-3.5131917	-7.8579197	5.4153543	136.62183
-8.950573	-3.5323453	-9.016713	5.4153543	136.62183
-7.523629	-2.9912558	-8.331971	5.4153543	136.62183
-6.4199023	-2.9314008	-7.1085343	4.3883758	134.82097
-5.795016	-2.6057892	-6.960094	4.3883758	134.82097
-5.3664536	-2.471714	-7.245004	4.3883758	134.82097
-5.7710733	-2.5004444	-7.9728413	4.7470284	131.79552
-5.907543	-3.44376	-7.8196125	4.7470284	131.79552
-6.6018615	-3.491644	-8.329577	4.7470284	131.79552
-6.570737	-4.066252	-7.6352587	6.881089	129.20987
-7.571513	-4.865916	-6.8355956	6.881089	129.20987
-8.000075	-5.1244893	-6.668001	6.881089	129.20987
-8.873959	-4.585794	-5.8467903	9.955831	126.603516
-9.50124	-4.8132434	-6.134094	9.955831	126.603516
-10.399065	-5.8235965	-3.184438	9.955831	126.603516
-10.68637	-1.1740566	-2.3464673	10.888374	129.33679
-9.340828	-0.7694366	-2.4925137	10.888374	129.33679
-7.9162784	-0.63057286	-2.5380034	10.888374	129.33679
-7.909096	-0.2498948	-3.3663971	15.902683	126.621956
-8.739883	-0.34566286	-3.1988032	15.902683	126.621956
-9.213936	-0.41509473	-3.9984665	15.902683	126.621956
-9.965715	-1.1692683	-4.599411	14.669581	126.124405
-10.490046	-1.7821839	-5.5666685	14.669581	126.124405
-10.348787	-2.1556795	-6.9577	14.669581	126.124405
-9.295339	-3.3336265	-6.0263553	9.929174	126.582214
-8.129362	-2.8188732	-6.232257	9.929174	126.582214
-6.865224	-2.459743	-6.6129346	9.929174	126.582214
-5.9099374	-2.5411458	-6.1484594	6.1889753	128.53651
-5.859659	-2.3855226	-6.3208423	6.1889753	128.53651
-6.4486327	-2.9649196	-6.782923	6.1889753	128.53651
-6.8460703	-3.395876	-6.921787	5.59981	128.13664
-7.236325	-3.635296	-7.5849805	5.59981	128.13664
-7.399131	-4.109348	-7.896227	5.59981	128.13664
-6.9897223	-3.814861	-7.5514617	4.8062735	124.65669
-6.5779195	-4.099771	-7.4868183	4.8062735	124.65669
-6.1541457	-4.3870754	-7.3311954	4.8062735	124.65669
-6.0224648	-3.932177	-6.756587	3.1833441	123.71408
-5.8261404	-3.7765539	-6.6105404	3.1833441	123.71408
-5.6633344	-3.8340147	-6.213103	3.1833441	123.71408
-5.3544827	-3.338415	-6.840384	6.5021515	120.378044
-4.957045	-3.5945945	-6.735039	6.5021515	120.378044
-5.0935144	-3.3695395	-6.9169984	6.5021515	120.378044
-4.6410103	-3.3240497	-7.3575315	6.997395	120.12793
-4.825364	-3.053505	-6.9768534	6.997395	120.12793
-5.0839376	-3.0104094	-7.1372647	6.997395	120.12793
-5.818958	-2.969708	-7.005584	8.21556	118.79696
-6.642563	-2.5387516	-6.6225114	8.21556	118.79696
-8.069508	-6.582558	-6.596175	8.21556	118.79696
-8.088661	-0.19961657	-4.893898	8.574462	120.15304
-8.184429	-2.42383	-7.0893807	8.574462	120.15304
-7.3727946	-2.9026704	-6.993613	8.574462	120.15304
-7.0184526	-1.8803462	-7.067833	8.411779	122.42076
-8.328081	-4.8132434	-4.822072	8.411779	122.42076
-8.198794	-3.5227685	-5.1381063	8.411779	122.42076
-7.7199535	-1.85401	-5.8276367	8.606991	126.91191
-7.1740756	-2.0072389	-6.0383263	8.606991	126.91191
-6.3600473	-2.1030068	-6.852355	8.606991	126.91191
-6.56116	-1.5714941	-5.3152776	10.736837	125.10207
-7.121403	-2.7231052	-5.2673936	10.736837	125.10207
-7.1716814	-1.142932	-7.460482	10.736837	125.10207
-7.7175593	-2.5243864	-6.3806973	10.8680725	123.24335
-8.261044	-0.49410337	-6.328025	10.8680725	123.24335
-8.799739	-1.4948797	-4.7143326	10.8680725	123.24335
-8.34484	-0.19003975	-2.8588264	14.602974	124.65784
-7.1142206	-4.221875	-8.29127	14.602974	124.65784
-7.6960115	-1.3416507	-9.052627	14.602974	124.65784
-8.215553	-3.6305077	-6.8116536	11.242512	125.14517
-4.8636713	-2.1484969	-5.5666685	11.242512	125.14517
-8.131757	0.40851066	-5.736657	11.242512	125.14517
-7.8803654	0.099658646	-7.9656587	11.289386	128.03569
-8.009652	-1.3320739	-7.400627	11.289386	128.03569
-7.329699	-0.50607437	-6.7254624	11.289386	128.03569
-7.083096	0.88974524	-6.486042	11.832431	134.36948
-6.996905	-0.8771756	-6.402245	11.832431	134.36948
-6.9322615	-1.6121956	-7.046285	11.832431	134.36948
-7.0639424	-0.48692077	-5.5211787	11.833611	139.21042
-7.083096	0.066139825	-5.430199	11.833611	139.21042
-7.4805336	-0.46297875	-6.129306	11.833611	139.21042
-7.715165	-0.7909844	-5.181202	12.889498	144.43146
-7.281815	-1.2746131	-7.589769	12.889498	144.43146
-8.208371	-1.5260043	-7.9393225	12.889498	144.43146
-7.1237974	-0.75507134	-7.094169	16.274868	145.05666
-8.215553	-0.3911527	-7.254581	16.274868	145.05666
-10.154857	-0.14454992	-6.0407205	16.274868	145.05666
-12.534694	-8.34469	-4.2259154	14.758137	144.0992
-7.494899	-3.6664207	-5.537938	14.758137	144.0992
-8.028806	-2.318485	-5.123741	14.758137	144.0992
-7.2315364	-1.3943232	-3.5363855	12.745352	142.6845
-8.584261	-1.071106	-3.2155626	12.745352	142.6845
-19.589808	-3.8076785	19.079245	12.745352	142.6845
-16.523434	-8.718186	3.495385	15.335725	138.78719
-11.320833	-6.374263	-4.7933416	15.335725	138.78719
-4.930709	-4.8132434	-8.99756	15.335725	138.78719
-5.170129	-5.2753243	-9.227403	13.17843	135.89113
-5.613056	-2.3974938	-3.933823	13.17843	135.89113
-6.7694554	-2.981679	-1.9490298	13.17843	135.89113
-8.320898	-1.9832969	-0.28745383	14.239697	133.33798
-9.386318	-1.1477205	-1.1158476	14.239697	133.33798
-9.656863	-1.3201029	-1.6808792	14.239697	133.33798
-10.0207815	-1.2841899	-2.7606642	14.829396	130.4544
-10.581025	-1.865981	-2.5882816	14.829396	130.4544
-12.558636	-1.3536218	-5.049521	14.829396	130.4544
-10.557083	-1.1046249	-7.278523	16.817501	125.8634
-9.582643	0.06135142	-6.170007	16.817501	125.8634
-9.616161	-1.9665375	-4.956147	16.817501	125.8634
-9.616161	-0.9394249	-5.027973	7.6929164	131.58191
-11.2107	-3.8603508	-5.099799	7.6929164	131.58191
-11.9313545	-3.4748845	-5.901857	7.6929164	131.58191
-10.695947	-5.095759	-7.9488993	17.939726	128.88875
-9.388712	-4.0830116	-4.6544776	17.939726	128.88875
-7.164499	-6.9081697	-3.6656725	17.939726	128.88875
-3.3864486	-4.856339	-6.1364884	14.225049	130.8539
-2.2180781	-5.7278285	-3.4190698	14.225049	130.8539
-1.5429133	-5.51235	-2.710386	14.225049	130.8539
-1.2987047	-5.3351793	-0.739958	10.268773	128.97382
-2.0385132	-7.2816653	-0.32097265	10.268773	128.97382
-3.4415152	-3.6424787	-1.4103345	10.268773	128.97382
-6.1996355	-7.0159087	-1.1230302	12.521391	128.08395
-3.6785412	-6.922535	-6.691943	12.521391	128.08395
-9.553912	-10.463559	-10.659136	12.521391	128.08395
-5.3903956	-2.6321254	-10.560973	7.511568	127.37393
-4.248361	-2.4645314	-9.351901	7.511568	127.37393
-4.2651205	-2.3807342	-7.9393225	7.511568	127.37393
-4.602703	-1.8827404	-8.422951	6.521791	123.09856
-5.0791492	-4.6671968	-5.9832597	6.521791	123.09856
-5.196465	-2.7853544	-6.01199	6.521791	123.09856
